id,title,context,question,answers
nqii_12047,Þrjátíu ára stríðið,"Matthías keisari og konungur Bæheims , sem verið hafði umburðarlyndur gagnvart framsókn mótmælendatrúar , tilnefndi árið 1617 Ferdinand af Styrju sem eftirmann sinn í embætti . Ferdinand þótti óbilgjarn kaþólikki og hafði bælt niður mótmælendur í hertogadæmi sínu . Í Bæheimi voru á þessum tíma margir kalvínistar auk hússíta og útrakista sem voru umbótahreyfingar innan kaþólsku kirkjunnar en litnar hornauga af henni . Þótt Habsborgarar hefðu ríkt sem konungar í Bæheimi óslitið frá 1526 var konungurinn samt kosinn af háaðlinum . Þegar Ferdinand sendi tvo sendimenn til Prag árið 1618 til að undirbúa kjör sitt , var þeim hent út um glugga á konungshöllinni af mótmælendum . Þeir lentu að vísu mjúklega í heyi ( eða skít , í sumum heimildum ) . Aðallinn kaus svo Friðrik V , kjörfursta í Pfalz , sem konung yfir Bæheimi . < / onlyinclude > Bæheimska uppreisnin breiddist út til nærliggjandi héraða , Slésíu , Mæri og Lausitz og furstinn í Transylvaníu , Bethlen Gábor réðist inn í Ungverjaland til stuðnings mótmælendum . Í Bæheimi flýðu kaþólikkar til borgarinnar Pilsen og bjuggust til varnar . Hershöfðinginn Ernst von Mansfeld tók borgina 21. nóvember 1618 . Mansfeld hafði verið sendur til aðstoðar uppreisnarmönnum af hertoganum af Savoja sem einnig óttaðist innrás Spánverja . Friðrik var greifi af Pfalz og kalvínisti og því álitinn sjálfsagður útvörður mótmælenda á Rínarfljóti gegn yfirvofandi innrás Spánverja . Auk þess þótti ljóst að Ferdinand myndi ekki sætta sig við að missa konungdóm í Bæheimi . En þótt Friðrik væri lattur til þess , hélt hann engu að síður til Prag til að taka við konungdómi um haustið 1619 . Hann ríkti sem konungur um veturinn 1619 - 1620 ( hann var síðar kallaður „ vetrarkonungurinn “ ) en krýning hans fór fram haustið eftir . Í millitíðinni hafði Ferdinand verið kosinn keisari , eftir málamyndamótmæli frá fulltrúa Pfalz , og gert bandalag við hinn kaþólska Maximilian I af Bæjaralandi . Með blessun hins lútherska Jóhanns Georgs af Saxlandi , sendu þeir saman herlið til Bæheims undir stjórn Tillys hershöfðingja . Mansfeld var sigraður í orrustu við Sablat og hvarf af vettvangi með leifar liðs síns . Herir keisarans unnu síðan endanlegan sigur yfir uppreisnarmönnum í orrustunni við Hvítufjöll 8. nóvember 1620 , einungis tveimur mánuðum eftir krýningu Friðriks . Friðrik þurfti að flýja í útlegð og eyddi næstu árum í að afla stuðnings við kröfu sína um konungdóm í Bæheimi . Í Bæheimi fóru fram svo umfangsmiklar trúarhreinsanir að mótmælendaaðallinn hvarf algerlega og Bæheimur varð rómversk-kaþólskur eftir . Lönd mótmælendafursta voru tekin og seld kaþólskum aðalsmönnum eins og Albrecht von Wallenstein . Her Tillys hélt áfram herför sinni til Pfalz og lagði Rínarhéruðin undir sig með stuðningi Spánverja 1623 . Maximilian af Bæjaralandi var gerður að kjörfursta sama ár .",Hvernig hófst þrjátíu ára stríðið ?,"{'text': array([' Þegar Ferdinand sendi tvo sendimenn til Prag árið 1618 til að undirbúa kjör sitt , var þeim hent út um glugga'],
      dtype=object), 'answer_start': array([532])}"
nqii_17816,Saga Íslands,"Norðmaðurinn Naddoður er sagður hafa komið til Íslands og sagði hann frá landi sem hann nefndi Snæland þegar hann sneri aftur heim . Svíinn Garðar Svavarson og Náttfari , frjálsir menn , eiga einnig að hafa komið til landsins samkvæmt Landnámu . Garðar sneri aftur heim en Náttfari varð eftir ásamt ambátt einni og þræl og urðu því fyrstu eiginlegu landnámsmenn Íslands .",Hvað hét Ísland áður ?,"{'text': array([' Snæland'], dtype=object), 'answer_start': array([94])}"
nqii_6879,Charles Darwin,Charles Darwin ( 12. febrúar 1809 — 19. apríl 1882 ) var breskur náttúrufræðingur sem þekktastur er fyrir kenningu sína um þróun lífvera vegna náttúruvals .,Hvaðan er Darwin ?,"{'text': array([' var breskur'], dtype=object), 'answer_start': array([52])}"
nqii_3560,Búnaðarbálkur (Eggert Ólafsson),"Búnaðarbálkur er 160 erinda kvæði sem Eggert Ólafsson orti á 18. öld . Það tilheyrir upplýsingaröldinni og er hugsað sem leiðbeiningar um búskaparhætti og tileinkaði Eggert mági sínum , séra Birni Halldórssyni í Sauðlauksdal verkið .",Hversu langur er Búnaðarbálkurinn ?,"{'text': array([' 160 erinda', ' 160 erinda kvæði'], dtype=object), 'answer_start': array([16, 16])}"
nqii_8316,Fýll,"Fýll ( eða múkki ) ( fræðiheiti : "" Fulmarus glacialis "" ) er pípunefur af fýlingaætt og er ein algengasta fuglategund Íslands . Hann er hvítur á höfði , hálsi og að neðanverðu , grár á síðu , stéli og ofan á vængjum og hefur dökkgráa vængbrodda . Augun eru svört og fætur grábleikir . Goggurinn er gulgrár með pípunasir ofaná og ef honum er ógnað spýtir hann illa lyktandi gumsi úr lýsi og hálfmeltum mat á andstæðinginn . Fýlinn er að finna í klettum og björgum allt í kringum landið bæði við sjó og inn á landi , jafnvel marga tugi kílómetra frá sjó á varptímum . Hann er hér á landi mest frá janúar og allt fram í byrjun september en fer eitthvað á flakk á haustin .",Af hvaða ætt er fýll ?,"{'text': array([' fýlingaætt', ' fýlingaætt', ' fýlingaætt'], dtype=object), 'answer_start': array([74, 74, 74])}"
nqii_15038,Noregur,"Noregur er land á Skandinavíuskaganum í Norður-Evrópu , á landamæri að Svíþjóð , Finnlandi og Rússlandi og er eitt Norðurlandanna . Í Noregi búa rúmlega 5 milljónir . Höfuðborg landsins er Ósló . Tungumál Norðmanna er norska ( sem hefur tvenns konar opinbert ritmál , bókmál og nýnorsku ) , ásamt samískum tungumálum . Norskt talmál einkennist af miklum mállýskumun . Að nota mállýsku í venjulegu talmáli er jafn algengt hjá þeim sem rita bókmál eins og þeim sem nota nýnorsku sem ritmál . Noregur var sagður friðsælasta land í heimi , árið 2007 samkvæmt Global Peace Index .",Hver er íbúafjöldi Noregs ?,"{'text': array([' rúmlega 5 milljónir', ' Í Noregi búa rúmlega 5 milljónir'],
      dtype=object), 'answer_start': array([144, 131])}"
nqii_17693,Finnland,"Stærstu minnihlutamálin í Finnlandi eru sænska ( 5,2% ) , rússneska ( 1,4% ) og eistneska ( 0,9% ) . Tæplega 2000 samar hafa samísku að móðurmáli , einkum í norðurhluta landsins . Samísku málin eru einnig finnsk-úgrísk mál . Alls eru þrjú samísk mál töluð í Finnlandi : norðursamíska , inarisamíska og skoltsamíska .",Hvað búa margir Samar í Finnlandi ?,"{'text': array([' 2000'], dtype=object), 'answer_start': array([108])}"
nqii_610,Hebreska,"Elstu heimildir um hebresku er að finna í Deboraljóðinu í Dómarabókinni frá ca. 1250 - 1000 f.Kr. Klassíska málið stóð með blóma frá 1000 - 538 f.Kr. en hebreska mun hafa verið upphaflegt tungumál Gyðinga enda er Gamla testamentið skrifað á því máli . Gyðingar munu þó almennt hafa talað annað semítískt tungumál við Krists burð , arameísku , en þeir héldu hebresku sem helgimáli , líklega svipað og latína hefur löngum verið notuð í kaþólsku kirkjunni . Þannig hélst hebreska sem ritmál fræðimanna og fram á okkar tímatal er verið að skrifa rit í Júdeu á hebresku og arameísku , samanber Mishnah , Talmud og Qumran-handritin .",Hver var upphaflegt tungumál biblíunnar ?,"{'text': array([' hebreska'], dtype=object), 'answer_start': array([152])}"
nqii_799,Abraham Lincoln,"Þann 14. apríl árið 1865 , fáeinum dögum eftir lok Þrælastríðsins , fór Lincoln ásamt konu sinni í Ford-leikhúsið í Washington til þess að horfa á gamanleikinn "" Our American Cousin "" . Klukkan tíu um kvöldið læddist John Wilkes Booth , frægur leikari og öfgafullur stuðningsmaður þrælahalds , inn í stúku forsetahjónanna og skaut Lincoln í hausinn . Booth stökk síðan niður á sviðið og hrópaði : „ Sic semper tyrannis ! “ ( „ Svona fer alltaf fyrir harðstjórum ! “ ) . Lincoln lést úr sárinu síðar sama kvöld .",Hver drap Lincoln ?,"{'text': array([' John Wilkes Booth , frægur leikari og öfgafullur stuðningsmaður þrælahalds'],
      dtype=object), 'answer_start': array([216])}"
nqii_4676,Nas,"Nas ( Nasir Jones , f. 14. september 1973 í Queens , New York ) , einnig þekktur sem Nasty Nas , Nas Escobar og Nastradamus , er bandarískur tónlistarmaður og rappari .",Hvað er Nas þekktur fyrir ?,"{'text': array([' er bandarískur tónlistarmaður og rappari'], dtype=object), 'answer_start': array([125])}"
nqii_115,Coco Chanel,"Gabrielle Bonheur Chanel oftast nefnd Coco Chanel ( 19. ágúst 1883 – 10. janúar 1971 ) var franskur brautryðjandi á sviði kventískuhönnunar . Nútímaleg viðhorf hennar , innblástur frá herratísku og eftirsókn eftir þokkafullum einfaldleika gerðu hana eina af mikilvægustu persónum í fatahönnun 20. aldar . Chanel lagði áherslu á látlausan glæsileika í fatnaði . Það var þó ekki einungis fatahönnunin sem skóp henni sérstöðu heldur einnig persónulegur stíll hennar . Í stað þess að vera eins og hin dæmigerða föla , síðhærða og holduga kona síns tíma hafði Chanel strákslegan vöxt , var stuttklippt og sólbrún . Hún setti ný viðmið í fegurð og glæsileika sem hafa gríðarleg áhrif enn í dag .",Hver var Coco Chanel ?,"{'text': array([' franskur brautryðjandi á sviði kventískuhönnunar',
       ' franskur brautryðjandi á sviði kventískuhönnunar',
       ' franskur brautryðjandi á sviði kventískuhönnunar',
       ' var franskur brautryðjandi á sviði kventískuhönnunar'],
      dtype=object), 'answer_start': array([90, 90, 90, 86])}"
nqii_17083,Íslenska,"Í forníslensku var raddað blísturshljóð / z / , sem afraddaðist og styttust forliggjandi sérhljóðar ( "" Özur "" → "" Össur "" , "" Gizur "" → "" Gjissur "" ) . Milli 1100 og 1200 urðu "" s "" að "" r "" - um ( samanber "" vas "" → "" var "" og "" es "" → "" er "" ) .",Hver vegna er z ekki lengur notuð í íslenskri stafsetningu ?,"{'text': array(['Í forníslensku var raddað blísturshljóð / z / , sem afraddaðist og styttust forliggjandi sérhljóðar'],
      dtype=object), 'answer_start': array([0])}"
nqii_13670,Þekkingarfræði,"< onlyinclude > Þekkingarfræði er undirgrein heimspekinnar sem fjallar um eðli og uppsprettu þekkingar og um skyld hugtök svo sem skoðun , skynjun , skynsemi , huglægni , hlutlægni og vitnisburð . Þeir sem fást við þekkingarfræði kallast þekkingarfræðingar . < / onlyinclude >",Um hvað er þekkingarfræði ?,"{'text': array([' um eðli og uppsprettu þekkingar og um skyld hugtök svo sem skoðun , skynjun , skynsemi , huglægni , hlutlægni og vitnisburð',
       ' undirgrein heimspekinnar sem fjallar um eðli og uppsprettu þekkingar og um skyld hugtök'],
      dtype=object), 'answer_start': array([70, 33])}"
nqii_11656,Bjór á Íslandi,"Á stríðsárunum fékk Ölgerðin undanþágu til þess að framleiða áfengan bjór , Polar Ale , fyrir breska setuliðið og þegar Varnarliðið tók við Keflavíkurstöðinni var íslenskur bjór framleiddur til sölu þar með sérstakri undanþágu . Þessi bjór var 4,5% að styrkleika og nefndist einfaldlega Export Beer en landsmenn nefndu hann Egil sterka til 1960 þegar hann var nefndur Polar Beer . 1966 hóf Sana hf. á Akureyri einnig framleiðslu áfengs öls til útflutnings sem nefndist Thule Export . 1984 kom síðan Viking Beer á markað . Þessi bjór var mest fluttur út auk þess sem erlend sendiráð höfðu undanþágu frá bjórbanninu og hægt var að kaupa hann í fríhöfninni á Keflavíkurflugvelli til neyslu á staðnum . 1965 var áhöfnum flugvéla og flutningaskipa leyft að taka með sér takmarkað magn bjórs inn í landið . 15. desember 1979 keypti Davíð Scheving Thorsteinsson kassa af bjór í fríhöfninni á leið sinni til landsins og bar fyrir sig jafnræðisreglu þegar hann var stöðvaður í tollinum . Eftir það var öllum ferðamönnum til landsins leyft að taka með sér ákveðið magn bjórs en það ár ( 1980 ) fengust þar einungis þrjár tegundir af innfluttum bjór : Löwenbräu , Beck's og Carlsberg . Íslenskur bjór hafði ekki fengist þar um nokkurt skeið .",Hver var fyrsti innflutti bjórinn ?,"{'text': array(["" Löwenbräu , Beck's og Carlsberg""], dtype=object), 'answer_start': array([1140])}"
nqii_11949,Galdra–Loftur,"Galdra–Loftur er leikrit frá 1914 eftir Jóhann Sigurjónsson sem byggir á samnefndri þjóðsögu um Loft Þorsteinsson , sem uppi var á 18. öld . Leikritið birtist sama ár á dönsku og heitir "" Ønsket "" eða „ Óskin “ á þeirri tungu . Leikritið fjallar um skólapiltinn Loft sem fæst við galdur og barnar vinnukonu á staðnum . Til þess að bjarga eigin orðstír drepur hann vinnukonuna með galdri . Hann sækist í meiri galdrakunnáttu og í þeim tilgangi særir hann Gottskálk biskup grimma til þess að ná af honum galdrabókinni Rauðskinnu , sem mun gera hann enn öflugri . Loftur verður hins vegar vitfirrtur og deyr .",Eftir hvern er leikritið Galdra-Loftur ?,"{'text': array([' eftir Jóhann Sigurjónsson', ' Jóhann Sigurjónsson',
       ' Jóhann Sigurjónsson'], dtype=object), 'answer_start': array([33, 39, 39])}"
nqii_1257,Tyrkland,"Asíuhluti Tyrklands , sem er 97% landsins , greinist frá Evrópuhlutanum við Bospórussund , Marmarahaf og Dardanellasund . Evrópuhluti Tyrklands , Austur-Þrakía , er 3% landsins . Tyrkland er ferhyrningslaga , yfir 1600 km á lengd og 800 km á breidd . Það liggur milli 35. og 43. breiddargráðu norður og 25. og 45. lengdargráðu austur . Landið er 783.562 km² að stærð . Þar af eru 755.688 km² í Asíu og 23.764 km² í Evrópu . Tyrkland er 37. stærsta land heims . Þrjú stór innhöf liggja að því : Svartahaf í norðri , Eyjahaf í vestri og Miðjarðarhaf í suðri . Marmarahaf er lítið innhaf á milli Eyjahafs og Svartahafs í norðvestri .",Hvað er Tyrkland stórt ?,"{'text': array([' 783.562 km²', ' 783.562 km²',
       ' Landið er 783.562 km² að stærð . Þar af eru 755.688 km² í Asíu og 23.764 km² í Evrópu .'],
      dtype=object), 'answer_start': array([345, 345, 335])}"
nqii_12055,Endurreisnin,"Endurreisn eða endurreisnartímabilið var tímabil í mannkynssögu , sem tók við af miðöldum . Það var blómaskeið í listum og vísindum , sem hafði töluverða hliðsjón af listum og hugmyndum Forn-Grikkja og Rómverja . Endurreisnin er venjulega talin hefjast á Ítalíu á 14. öld og hafi síðan borist þaðan um Evrópu allt til síðari hluta 16. aldar og því staðið frá síðmiðöldum fram á nýöld . Ítalska skáldið Dante Alighieri er oft talinn standa á mörkum miðalda og endurreisnar og skáldið Francesco Petrarca hefur verið kallaður fyrsti endurreisnarmaðurinn . Stundum hefur endurreisnin verið nefnd Endurlífgunaröld eða Endurfæðingin á íslensku . Það er þó sjaldgæft .",Hvenær hófst endurreisn í Evrópu ?,"{'text': array([' á 14. öld',
       ' Endurreisnin er venjulega talin hefjast á Ítalíu á 14. öld og hafi síðan borist þaðan um Evrópu',
       ' á 14. öld',
       ' Endurreisnin er venjulega talin hefjast á Ítalíu á 14. öld',
       ' 14. öld', ' á 14. öld'], dtype=object), 'answer_start': array([261, 212, 261, 212, 263, 261])}"
nqii_11248,Þjóðarmorð Tyrkja á Armenum,Þjóðarmorð Tyrkja á Armenum eru voðaverk Tyrkja á árunum 1915 til 1917 . Árið 1915 hófust aðgerðir tyrkneskra stjórnvalda sem leiddu til dauða hundraða þúsunda Armena . Þessar aðgerðir voru fjöldamorð og nauðungarflutningar á Armenum í austurhluta Tyrklands til svæðis þar sem Sýrland er nú og Írak .,Hvað dóu margir í Armensku þjóðarmorðunum ?,"{'text': array([' Árið 1915 hófust aðgerðir tyrkneskra stjórnvalda sem leiddu til dauða hundraða þúsunda Armena .'],
      dtype=object), 'answer_start': array([72])}"
nqii_12564,Gyðingar,"Gyðingar eru þjóð , menningarhópur og trúarlegur söfnuður sem á rætur að rekja til Hebrea í Austurlöndum nær til forna . Menningarheimur Gyðinga , þjóðarvitund þeirra og trú eru tengd nánum böndum . Zíonismi á djúpar rætur í gyðingdómi . Algengast er nú á dögum að fólk fæðist inn í gyðingdóm , enda eru ströng skilyrði fyrir því að taka trúna . Gyðingar eru minnihlutahópur í öllum löndum fyrir utan Ísrael . Þeir hafa verið ofsóttir í aldanna rás og náðu þær ofsóknir hámarki með helförinnni . Fyrir stofnun Ísraelsríkis árið 1948 höfðu Gyðingar í tvígang átt eigið ríki . Sökum flókinna tengsla þjóðarvitundar , trúar og ætternis er vandkvæðum bundið að kasta tölu á Gyðinga sem þjóð en áætlaður fjöldi Gyðinga í dag eru um 18 milljónir , þar af búa flestir í Bandaríkjunum og Ísrael .",Hvað eru margir Gyðingar í heiminum ?,"{'text': array([' áætlaður fjöldi Gyðinga í dag eru um 18 milljónir',
       ' áætlaður fjöldi Gyðinga í dag eru um 18 milljónir',
       ' áætlaður fjöldi Gyðinga í dag eru um 18 milljónir'], dtype=object), 'answer_start': array([689, 689, 689])}"
nqii_16556,Kjarnorkuárásirnar á Hiroshima og Nagasaki,Kjarnorkurárásirnar á Hiroshima og Nagasaki eru árásir sem bandaríski flugherinn gerði á japönsku borgirnar Hiroshima og Nagasaki undir lok seinni heimsstyrjaldarinnar í ágúst árið 1945 . Þær voru fyrstu og einu kjarnorkusprengingarnar sem gerðar hafa verið í stríði .,Hvenær voru kjarnavopn síðast notuð ?,"{'text': array([' í ágúst árið 1945'], dtype=object), 'answer_start': array([167])}"
nqii_9701,Grágás,"Grágás er forn lagaskrá og lögskýringarrit Íslendinga , ritað einhvern tímann á þjóðveldisöld . Fleiri lög en í henni stóðu kunna að hafa verið í gildi og sum lög hennar kunna að hafa verið úrelt . Segir í henni „ það skulu vera lög í landi hér sem á skrám standa “ . Vígslóði nefnist sá hluti Grágásar sem fjallar um víg .",Hvað er Grágás ?,"{'text': array([' forn lagaskrá og lögskýringarrit Íslendinga , ritað einhvern tímann á þjóðveldisöld'],
      dtype=object), 'answer_start': array([9])}"
nqii_18,Alzheimer-sjúkdómur,"Samkvæmt kenningu um Amyloid útfellingar orsakast Alzheimer af útfellingum og uppsöfnun af amyloid beta ( Aβ ) skellum utan um taugafrumur og veldur eitrunaráhrifum . Önnur meinafræðileg einkenni Alzheimer sem og taugaþráðaflækjur ( e. neurofibrillary tangles ) innan í taugafrumum , minnkuð virkni átfrumna , frumudauði , æðskemmdir og vitglöp orsakist af uppsöfnun Aβ skellna . Krufningar á heila Alzheimer-sjúklinga hafa sýnt fram á óeðlilegrar uppsöfnunar af Aβ skellum og taugaþráðaflækjum og að magn og dreifð skellnanna og taugaþráðaflækjanna hefur háa fylgni við framrás sjúkdómsins . Þessi kenning er þó ekki staðfest en fræðimenn deila um hvort Aβ skellur sé í raun orsök Alzheimer , en lyfjameðferðir sem minnka Aβ skellur í heila virðast ekki minnka einkenni Alzheimer .",Hvað veldur Alzheimers ?,"{'text': array([' af útfellingum og uppsöfnun af amyloid beta ( Aβ ) skellum utan um taugafrumur og veldur eitrunaráhrifum',
       'Samkvæmt kenningu um Amyloid útfellingar orsakast Alzheimer af útfellingum og uppsöfnun af amyloid beta ( Aβ ) skellum utan um taugafrumur',
       'amkvæmt kenningu um Amyloid útfellingar orsakast Alzheimer af útfellingum og uppsöfnun af amyloid beta ( Aβ ) skellum utan um taugafrumur'],
      dtype=object), 'answer_start': array([59,  0,  1])}"
nqii_8812,Nokia,Nokia er finnskt fyrirtæki sem var leiðandi í heimi fjarskipta og farsíma á alþjóðamarkaði .,Frá hvaða landi er Nokia ?,"{'text': array(['Nokia er finnskt fyrirtæki'], dtype=object), 'answer_start': array([0])}"
nqii_16119,Majaveldið,"Majaveldið var mesóamerísk siðmenning sem átti uppruna sinn í Mið-Ameríku , þar sem nú er Mexíkó , Gvatemala , Belís , vesturhluta Hondúras og El Salvador . Majar voru þekktir fyrir ritmál sitt , list , byggingarlist og uppgötvanir í stærðfræði og stjörnufræði . Saga Majaveldis hefur verið skipt í þrjú tímabil ; forklassíska , klassíska og síðklassíska . Forklassíska tímabilið stóð yfir frá árinu 2000 f.Kr. til 250 e.Kr. Á þessu tímabili komst siðmenning Maja á fót . Klassíska tímabilið stóð yfir frá árinu 250 til ársins 900 . Majaveldið var í mestum blóma á þeim tíma . Árið 1000 hófst hnignun veldisins og stöðnun en ástæður þess eru okkur enn ókunnar . Þrátt fyrir mikla hnignun og fólksfækkun í stórum borgum , voru Majar enn uppi á síðklassíska tímabilinu sem stóð yfir frá árinu 950 til 1539 . Að lokum var hver borgin á eftir annari yfirgefin og veldi Maja , sem náði yfir 1000 ára tímabil , leið undir lok .",Hvenær voru Majar uppi ?,"{'text': array([' 2000 f.Kr'], dtype=object), 'answer_start': array([399])}"
nqii_2705,Landsbókasafn Íslands,"Landsbókasafn Íslands var þjóðbókasafn Íslands frá stofnun þess ( sem "" Íslands Stiftisbókasafn "" ) árið 1818 þar til það sameinaðist bókasafni Háskóla Íslands og myndaði Landsbókasafn Íslands - Háskólabókasafn í Þjóðarbókhlöðunni 1. desember 1994 .",Hvenær var Landsbókasafnið stofnað ?,"{'text': array([' árið 1818'], dtype=object), 'answer_start': array([99])}"
nqii_99,Sólstafir,"Sólstafir er íslensk Þungarokkshljómsveit sem stofnuð var árið 1995 . Á þeim tíma sem hún hefur verið starfandi hefur hún gefið út tvær breiðskífur , fjórar smáskífur og þrjá „ promo “ diska .",Hvað er sólstafur ?,"{'text': array([' íslensk Þungarokkshljómsveit'], dtype=object), 'answer_start': array([12])}"
nqii_13294,Sfinxinn í Gíza,"Arabíski sagnfræðingurinn al-Maqrīzī , skrifaði á 15. öld að Súfí-múslimi sem hét Múhameð Sa'im al-Dahr hafi eyðilagt nefið . Al-Dahr varð var við að bændur voru að færa Sfinxinum fórnir í von um að auka uppskeru sína . Hann varð ósáttur við það og hjó nefið af Sfinxinum , en var síðar hengdur fyrir skemmdarverk . Al-Maqrīzī lýsir Sfinxinum jafnframt sem „ Verndargrip Nílar “ , þar sem heimamenn töldu að flóð Nílar væru honum að þakka .",Hvað kom fyrir nefið á Sfinxinum ?,"{'text': array([""Arabíski sagnfræðingurinn al-Maqrīzī , skrifaði á 15. öld að Súfí-múslimi sem hét Múhameð Sa'im al-Dahr hafi eyðilagt nefið"",
       "" Múhameð Sa'im al-Dahr hafi eyðilagt nefið""], dtype=object), 'answer_start': array([ 0, 81])}"
nqii_6316,Fundur Íslands,"Yfirleitt er talað um þrjár undirstöðugreinar fornleifafræðinnar sem að notaðar eru til aldurgreiningar og er það formgerðarfræði , geislakolsaldurgreining og gjóskulagafræði . Formgerðarfræðin nýtist vel er það þarf að tímasetja til dæmis skartgripi og vopn þar sem að það má yfirleitt tímasetja þá gripi af stíleinkennum . Elstu skartgripir sem að hafa fundist hér á landi eru frá fyrri hluta 9. aldar og hafa þeir einkum fundist í gröfum kvenna . Peningar þykja oft vera sú tegund forngripa sem að þægilegast er að aldursgreina þar sem að þeir voru mótaðir á ríkisárum tiltekins höfðingja eða konungs . Geislakolsaldursgreining er önnur helsta aldursákvörðunaraðferðin og er hún einnig þekkt sem C - 14 greining . Geislakol finnast í öllum lífverum þar sem þau myndast stöðugt í andrúmsloftinu . Þegar lífvera deyr þá minnkar styrkur geislakola í henni sem gerir það að verkum að þessi aðferð hentar vel í aldursgreiningu . Síðast en ekki síst er gjóskulagafræði sem virkar í raun sem ákveðið tímatal sem að byggist á notkun eldfjallagjósku .",Hverjar eru elstu minjar sem hafa fundist á Íslandi ?,"{'text': array([' Elstu skartgripir sem að hafa fundist hér á landi eru frá fyrri hluta 9. aldar'],
      dtype=object), 'answer_start': array([324])}"
nqii_17960,Jemen,"Frá árinu 2011 hefur ríkt stjórnarkreppa í Jemen . Hún hófst með götumótmælum gegn fátækt , spillingu , atvinnuleysi og fyrirætlunum Salehs um að breyta stjórnarskrá Jemen þannig að takmarkanir á tímalengd valdatíðar forseta væru afnumdar og gerast forseti til lífstíðar . Í kjölfarið sagði Saleh af sér og Abdrabbuh Mansur Hadi tók við en hann var formlega kosinn forseti í febrúar 2012 þar sem hann var einn í framboði . Vopnuð átök í landinu mögnuðust upp á þessum tíma þar sem miðstjórnarvaldið var ekki til staðar meðan á valdatilfærslunni stóð . Átök stóðu milli Hútífylkingarinnar og Islah-hreyfingarinnar auk þess sem Al-Kaída hafði sig í frammi . Í september 2014 hertók Hútífylkingin höfuðborgina Sana með aðstoð Salehs og lýstu sig stjórn landsins . Saleh var myrtur af leyniskyttu í Sana í desember 2017 . Þetta leiddi til nýrrar borgarastyrjaldar og hernaðaraðgerða Sádi-Araba sem stefna að því að endurreisa stjórn Hadis . Að minnsta kosti 56.000 hafa látið lífið í átökunum frá því í janúar 2016 .",Hver er höfuðborg Jemen ?,"{'text': array([' Sana'], dtype=object), 'answer_start': array([706])}"
nqii_8132,Hekla,Fjallið er í Rangárvallasýslu og sést víða að og er auðþekkjalegt – eins og bátur á hvolfi með breiðar axlir og háan toppgíg . Síðast gaus Hekla í febrúar 2000 . Þá var spáð fyrir um eldgosið 15 mínútum áður en það hófst .,Hversu oft hefur Hekla gosið á síðustu öld ?,"{'text': array([' 2000', ' Síðast gaus Hekla í febrúar 2000'], dtype=object), 'answer_start': array([154, 126])}"
nqii_18100,Ský,"Ský skiptast í háský , miðský , lágský og háreist ský . Háský eru í 6 - 12 km hæð , til þeirra teljast :",Hvernig eru ský flokkuð ?,"{'text': array(['Ský skiptast í háský , miðský , lágský og háreist ský'],
      dtype=object), 'answer_start': array([0])}"
nqii_2097,Grænland,"< onlyinclude > Grænland ( grænlenska : "" Kalaallit Nunaat "" ; danska : "" Grønland "" ) er stærsta eyja jarðar sem ekki telst heimsálfa útaf fyrir sig , 2,2 milljónir km. Grænland liggur milli Norður-Íshafsins og Atlantshafsins , austan við Kanadíska eyjaklasann . Landfræðilega tilheyrir Grænland heimsálfunni Norður-Ameríku , en menningar - og stjórnarfarslega Evrópu , nánar tiltekið Íslandi , Noregi og Danmörku . Höfuðborgin er Nuuk , á dönsku "" Godthåb "" . Grænland er sjálfsstjórnarsvæði innan dönsku ríkisheildarinnar . Um 81 prósent landsins er þakið jökli . Nánast allir Grænlendingar búa í byggðum við firði á suðvesturhluta eyjunnar þar sem veðurlag er talsvert mildara en annars staðar . Grænland hlaut heimastjórn frá Dönum árið 1979 og í nóvember árið 2008 var samþykkt í þjóðaratkvæðagreiðslu að landið fengi aukna sjálfstjórn . < / onlyinclude >",Hvað heitir höfuðborg Grænlands ?,"{'text': array([' Nuuk', ' Höfuðborgin er Nuuk', ' Nuuk', ' Höfuðborgin er Nuuk'],
      dtype=object), 'answer_start': array([431, 416, 431, 416])}"
nqii_3764,Mósambík,"Mósambík ( portúgalska : "" Mozambique "" , chichewa : "" Mozambiki "" , svahílí : "" Msumbiji "" , tsonga : "" Muzambhiki "" ) er land í sunnanverðri Afríku með landamæri að Suður-Afríku , Svasílandi , Tansaníu , Malaví , Sambíu og Simbabve . Landið fékk sjálfstæði 1975 , eftir vopnaða baráttu , og var í bandalagi við Sovétríkin á tímum Kalda stríðsins . Árið 1982 hófst borgarastyrjöld sem stóð til 1992 . Mósambík er frá 1995 hluti af breska samveldinu þótt það hafi ekki verið bresk nýlenda , heldur portúgölsk .",Hvar er Mósambík ?,"{'text': array([' í sunnanverðri Afríku'], dtype=object), 'answer_start': array([127])}"
nqii_15267,Kólesteról,Kólesteról er fituefni í líkamanum . Efnið tilheyrir flokkinum sterólum ( umbreyttra stera ) . Lifrin framleiðir það kólesteról sem þarf fyrir starfsemi líkamans en kólesteról kemur einnig beint úr fæðu . Hátt kólesteról í blóði er talið áhættuvaldur í hjarta - og æðasjúkdómum . Talið er að neysla á mettaðri fitu hækki magn kólesteróls í blóði .,Hvað er kólesteról ?,"{'text': array([' fituefni í líkamanum'], dtype=object), 'answer_start': array([13])}"
