ctx_a,ctx_b,ctx,endings,id,ind,activity_label,source_id,split,split_type,label
[haus] Hvernig á að selja til sjúkrahúsa [titill] Kynntu þér reglur og staðla sjúkrahúsa. [skref] Fyrir seljanda þarf varan og þjónustan sem boðið er upp á að vera nógu góð til að uppfylla lögbundna staðla sjúkrahússins um kaup. Kynntu þér læknareglur í þínu ríki eða á þínu svæði og gættu þess að vörurnar þínar uppfylli kröfur.,,[haus] Hvernig á að selja til sjúkrahúsa [titill] Kynntu þér reglur og staðla sjúkrahúsa. [skref] Fyrir seljanda þarf varan og þjónustan sem boðið er upp á að vera nógu góð til að uppfylla lögbundna staðla sjúkrahússins um kaup. Kynntu þér læknareglur í þínu ríki eða á þínu svæði og gættu þess að vörurnar þínar uppfylli kröfur. ,"['[titill] Finndu út hvers konar þjónustu þú þarft. [skref] Á öllum sjúkrahúsum skal vera til staðar allur tækjabúnaður til lækninga.'
 '[titill] Kynntu þér tungumál sjúkrahússins, starfshætti, klæðaburð og gjaldtöku. [skref] Það eru mörg frávik sem geta valdið veikindum, lærðu þá af virtum söluaðila.'
 '[titill] Stofna reikning í gegnum deild sjúkrahússins. [skref] Skoða á netinu eða í ákveðnum gagnagrunni eins og heimasíðu sjúkrahússins upplýsingar um söluaðila á því sviði.'
 '[Efnisorð] Staðlar fyrir sjúkrahús eru yfirleitt ákvarðaðir svæðisbundið eða eftir ríkjum. Mismunandi ríki geta haft mismunandi reglugerðir og því er mikilvægt að vita hvaða staðlar eru í því ríki sem þú ert að selja í.']",hellaswag/validation/7657,32643,Work World,wikihow~10920,val,indomain,3
[haus] Hvernig á að græða á erlendum gjaldmiðlum [titill] Að vita hvernig viðskipti með gjaldmiðla fara fram á erlendum gjaldeyrismarkaði. [skrefið] Erlendur gjaldeyrismarkaður er alþjóðlegur vettvangur fyrir viðskipti með gjaldmiðla og gengistryggða fjármálagerninga (samninga um kaup eða sölu gjaldmiðla síðar). Þátttakendur eru allt frá stærstu bönkum og fjármálafyrirtækjum til einstakra fjárfesta.,,[haus] Hvernig á að græða á erlendum gjaldmiðlum [titill] Að vita hvernig viðskipti með gjaldmiðla fara fram á erlendum gjaldeyrismarkaði. [skrefið] Erlendur gjaldeyrismarkaður er alþjóðlegur vettvangur fyrir viðskipti með gjaldmiðla og gengistryggða fjármálagerninga (samninga um kaup eða sölu gjaldmiðla síðar). Þátttakendur eru allt frá stærstu bönkum og fjármálafyrirtækjum til einstakra fjárfesta. ,"['Þetta er traustur grunnur fyrir fjárfestingar í hefðbundnu hagkerfi. Til samanburðar má segja að hefðbundnir gjaldmiðlar séu til sölu í framvirkum viðskiptum fyrir nokkur hundruð dollara (eins og áður hefur verið lýst).'
 'Skilja að það eru 14 gjaldmiðlar: \uf0d8 Í formi blandaðra gjaldmiðla eða sama gildis, 0, 2, og 5, 1, 1, og 2.'
 'Gjaldmiðlar eru seldir beint fyrir aðra gjaldmiðla á markaðnum. Af því leiðir að gjaldmiðlar eru verðlagðir með tilliti til annarra gjaldmiðla, líkt og evrur á hvern Bandaríkjadal eða japanskt jen á hvert breskt pund.'
 'Hluti af efnishyggju, sérstaklega hér í vestrænum ríkjum, er hvernig viðskiptavinir nálgast gjaldmiðla í neðri ríkjum Austurlanda og vestrænna ríkja. Þetta gefur fjárfestum tilfinningu fyrir grundvallartengslum milli efri og neðri ríkja, eins og evrópska hagkerfisins í Ameríku (190).']",hellaswag/validation/6080,21037,Finance and Business,wikihow~10920,val,indomain,2
"[haus] Hvernig tryggja á árangur með valréttardagsetningu [titill] Passaðu að hafa hugbúnað til að teikna áhættulínuritið. [skref] Þegar viðskipti eru með beina reikninga eða sölu eða lóðrétta vexti (allir lappir á sama mánuði) er tiltölulega auðvelt að finna út hámarksáhættu, hámarkshagnað og jöfnunarpunkt til að teikna áhættulínuritið. Dagatal er hins vegar láréttur flokkur sem samanstendur af tveimur mismunandi valréttarmánuðum.",,"[haus] Hvernig tryggja á árangur með valréttardagsetningu [titill] Passaðu að hafa hugbúnað til að teikna áhættulínuritið. [skref] Þegar viðskipti eru með beina reikninga eða sölu eða lóðrétta vexti (allir lappir á sama mánuði) er tiltölulega auðvelt að finna út hámarksáhættu, hámarkshagnað og jöfnunarpunkt til að teikna áhættulínuritið. Dagatal er hins vegar láréttur flokkur sem samanstendur af tveimur mismunandi valréttarmánuðum. ","['Núll sinnum er hægt að sleppa því að halda vel utan um tölurnar en töflureikniforrit eru innbyggð í það. Mismunandi töflureiknar hafa ýmsar breytur í sér.'
 'Til að búa til einn möguleika, velur þú skrá] new, og velur nafnið þitt á gagnasafninu. Þú færð þá fljótt inn gögn fyrir hvert símtal eða sprett.'
 'Það gerir það að verkum að nánast ómögulegt er að teikna áhættulínuritið handvirkt og nákvæmlega. Það þarf því hugbúnað til þess.'
 'Segulborðavélin og dagskrárgildrur eru efnin sem hjálpa til við að búa úrið til. Til þess þarf hreinan (80-20%) og skilvirkan netstuðning.']",hellaswag/validation/6921,27251,Personal Care and Style,wikihow~10920,val,zeroshot,2
"[höf.] Hvernig lifa á skilnað [titill] Gefðu þér tíma til að syrgja. [sk.] Þó að ferlið við að ljúka hjónabandi þínu hafi tekið nokkur ár, þá getur þú samt upplifað nýjan, hráan sársauka þegar loksins skánar. Veistu að það er fullkomlega ásættanlegt að syrgja hjónabandslok þín - þetta var mjög mikilvægt samband í lífi þínu.",,"[höf.] Hvernig lifa á skilnað [titill] Gefðu þér tíma til að syrgja. [sk.] Þó að ferlið við að ljúka hjónabandi þínu hafi tekið nokkur ár, þá getur þú samt upplifað nýjan, hráan sársauka þegar loksins skánar. Veistu að það er fullkomlega ásættanlegt að syrgja hjónabandslok þín - þetta var mjög mikilvægt samband í lífi þínu. ","['Leyfðu þér að syrgja á sama tíma og þú manst að sambandinu er lokið og þú ert ekki sá „vondi“ sem þú varst. [Undirskrefin] Þú gætir átt von á frekari sorg eftir skilnaðinn.'
 '[Undirleikur] Eins og hver önnur sorg þá syrgja allir misjafnlega eftir skilnað. Þú ert sá eini sem ræður hvernig það lítur út eða hversu langan tíma það tekur.'
 'Láttu þig sorgina ekki hafa áhrif á hversu langan tíma það tekur. [Undirskrefin] Að vita nákvæmlega hversu mikinn tíma þú átt eftir hjálpar þér einnig að aðlagast hugmyndinni um fullan skilnað.'
 'Gættu þess að vinna úr tilfinningum þínum einhvern tímann á þessum tíma. [undirskref] Þakkaðu maka þínum fyrir að gefa þér tíma til að vinna úr.']",hellaswag/validation/7098,28602,Family Life,wikihow~10920,val,zeroshot,1
[haus] Hvernig á að gera gufusoðnar sætar kartöflur [titill] Pæklaðu sætu kartöflurnar. [skref] Þetta er yfirleitt auðveldast að gera með hefðbundinni kartöfluflísa. Einnig er hægt að nota oddhvassan hníf.,,[haus] Hvernig á að gera gufusoðnar sætar kartöflur [titill] Pæklaðu sætu kartöflurnar. [skref] Þetta er yfirleitt auðveldast að gera með hefðbundinni kartöfluflísa. Einnig er hægt að nota oddhvassan hníf. ,"['[titill] Sneiðið tvo stóra hringi af fjólubláum rúlluhúð á botninn á stórri pönnu. [skref] Ekki ofhitna pönnuna, aðeins bæta við nægu vatni til að koma í veg fyrir að hún verði of heit.'
 '[Efni] Flekkið í moltu til að forðast sóun. Gott er að skera flögurnar í langar ræmur, láta smá kjöt á þær og búa til sætar kartöflur [Titill] Skerið kartöflurnar í bita.'
 'Athugið að enn er hægt að borða sterkjukjötið með þessu flysli. [ Titill] Nota skal sneiddar sætar kartöflur í stað rauðra piparflögna.'
 'Það er allt í lagi að gera þetta með aðskildum pesóum. [ Titill] Kryddaðu hvítlaukinn og steinseljuna í blandara eða matvinnsluvél.']",hellaswag/validation/7289,30021,Food and Entertaining,wikihow~10920,val,indomain,1
"[höf.] Hvernig á að vinna herbergi [titill] Komdu inn í herbergið með skýr markmið. [skref] Þú ættir að vita af hverju þú hefur ákveðið að vinna herbergið. Markmið þitt með tengslamyndun getur verið mjög markvisst, t.d. að reyna að fá boð á tiltekinn fund eða þú vonast til að hitta þrjá nýja einstaklinga með sameiginleg áhugamál.",,"[höf.] Hvernig á að vinna herbergi [titill] Komdu inn í herbergið með skýr markmið. [skref] Þú ættir að vita af hverju þú hefur ákveðið að vinna herbergið. Markmið þitt með tengslamyndun getur verið mjög markvisst, t.d. að reyna að fá boð á tiltekinn fund eða þú vonast til að hitta þrjá nýja einstaklinga með sameiginleg áhugamál. ","['Hver sem ástæðan er fyrir verkefninu, þá skaltu hafa eitthvað til að eyða tíma þínum alveg í svo þú getir haldið áfram að því markmiði sem þú hefur hugsað þér. [undirskref] Horfðu á vatnsglas við dyrnar.'
 'Það að læra um áhugamál hvers annars hjálpar þér mikið til að verða þægilegri. [ Titill] Lýstu starfsefninu í málsgrein.'
 'Hver sem ástæðan er fyrir því að þú ert að setja þig á svið, þá þarftu að þrýsta á fjöldann og nálgast hvern og einn umsækjanda fyrir sig. [Undirskrefin] Reynsla af fyrirtækinu, hinni miklu menningu, þroskamöguleikum hvers og eins ríkis og þeirri einstöku færni sem þú býrð yfir.'
 'Hvað sem markmiðið er, skaltu hafa það í huga þegar þú stígur inn í salinn. [Undirskrefi] Ef þú vonast til að hitta ákveðna einstaklinga á viðburðinum, skaltu kynna þér vinnu þeirra fyrirfram.']",hellaswag/validation/7168,29138,Personal Care and Style,wikihow~10920,val,zeroshot,3
"[fyrirsögn] Hvernig á að þrífa fölsk augnhár [titill] Safnaðu til þín. [skref] Áður en þú byrjar að þrífa fölsk augnhár skaltu safna til þín til þess. Til þess að nota þessa aðferð þarftu eftirfarandi: [efni] Förðunartæki, sérhannað til að fjarlægja augnsnyrti Nudd með alkóhóli bómullarhnoðrar bómullarhnoðrar/q-tip töng [titill] Þvoðu þér um hendurnar.",,"[fyrirsögn] Hvernig á að þrífa fölsk augnhár [titill] Safnaðu til þín. [skref] Áður en þú byrjar að þrífa fölsk augnhár skaltu safna til þín til þess. Til þess að nota þessa aðferð þarftu eftirfarandi: [efni] Förðunartæki, sérhannað til að fjarlægja augnsnyrti Nudd með alkóhóli bómullarhnoðrar bómullarhnoðrar/q-tip töng [titill] Þvoðu þér um hendurnar. ","['[skref] Setjið á ykkur hanska til að þvo ykkur um hendurnar. Þurrkið farða úr augunum með því að nudda áfengi.'
 '[skref] Til að byrja með skal þvo hendur í hreinu kranavatni og sýklalyfjasápu. Ekki má handfjatla fölsk augnhár með óhreinum höndum því það getur valdið augnsýkingu.'
 '[skref] Þegar allar aðrar aðferðir mistakast þarf að þvo hendur vel. Þurrka af sér allan blett áður en byrjað er.'
 '[skref] Hreinsið hendur með sýkladrepandi sápu og vatni. Á skrifstofum er kannski einfaldasta lausnin að hreinsa augun með hreinu handklæði sem er bleytt í ísóprópýlalkóhóli.']",hellaswag/validation/7809,33822,Personal Care and Style,wikihow~10920,val,zeroshot,1
"[höf.] Hvernig á að fá börnin til að borða grænmeti og ávexti [titill] Sýndu rétta forystu. [skref] Börn læra það sem fyrir þeim er haft og því er mikilvægt að foreldrar sýni rétta forystu með eigin fæðuvali. Ef foreldrar eru vanir að borða og snara óhollu, hvernig er þá hægt að ætlast til þess að börnin geri eitthvað öðruvísi? Að sýna rétta forystu til að fá börnin til að borða rétt krefst sjálfsaga foreldra.",,"[höf.] Hvernig á að fá börnin til að borða grænmeti og ávexti [titill] Sýndu rétta forystu. [skref] Börn læra það sem fyrir þeim er haft og því er mikilvægt að foreldrar sýni rétta forystu með eigin fæðuvali. Ef foreldrar eru vanir að borða og snara óhollu, hvernig er þá hægt að ætlast til þess að börnin geri eitthvað öðruvísi? Að sýna rétta forystu til að fá börnin til að borða rétt krefst sjálfsaga foreldra. ","['[Efnisorð] Búa til mat sjálfur þó að þú búir á sama veitingastað. Reyndu að vera í samræmi við það sem þú eldar.'
 '[Efni] Borðaðu með hag barnsins í huga. Hún er líklegri til að borða hollan mat ef hún þarf ekki að hafa áhyggjur af takmörkunum eða auknum hitaeiningum.'
 '[Efni] Við metum alltaf gildi þess að hjálpa börnum að taka holla máltíð inn í mataræði sitt. Aðrir foreldrar líta kannski á holla máltíð sem aukarétt í stað þess að vera hluti af einhverju skemmtilegu eða athyglisverðu.'
 'Foreldrar þurfa að veita ástríkar og ákveðnar leiðbeiningar um að taka skynsamlegar og hollar ákvarðanir varðandi mat og millibita. [Undirþrep] Það er mikilvægast að borða sjálf mikið af grænmeti og ávöxtum.']",hellaswag/validation/8743,40749,Family Life,wikihow~10920,val,zeroshot,3
"[haus] Hvernig sofna á í kennslustund [titill] Bíddu þar til kennsla er hafin. [skref] Ef bjallan hefur ekki hringt og þú ert farinn að doka við, ertu líklegri til að vekja athygli á sjálfum þér. Bíddu þar til hringing er búin og nokkrar mínútur eru liðnar af umræðum.",,"[haus] Hvernig sofna á í kennslustund [titill] Bíddu þar til kennsla er hafin. [skref] Ef bjallan hefur ekki hringt og þú ert farinn að doka við, ertu líklegri til að vekja athygli á sjálfum þér. Bíddu þar til hringing er búin og nokkrar mínútur eru liðnar af umræðum. ","['[titill] Hugaðu að því að senda kennaranum stuttan tölvupóst ef þú ert í rugli. [skref] Allt sem viðkemur því efni sem þú ert að læra þennan dag tilheyrir ekki bekknum.'
 'Klukkustund í tali í kennslustund getur hjálpað þér að hækka súrefnismagn í blóði, sem getur hjálpað þér að komast á næsta stig svefns/snoðs. [Titill] Þekktu háttatíma bekkjarins, ekki þann sem þú hefur venjulega gaman af.'
 'Það að sofna krefst einbeitingar og einbeitingar. Að auki þarf að bíða í að minnsta kosti klukkustund til að geta sofið eins lengi og hægt er áður en flogið er af stað.'
 'Með þessari aðferð getur kennarinn verið öruggur um að nemendur hans séu að fylgjast með. Þegar fyrstu mínútur kennslustundarinnar eru liðnar er betra að sofa óáreittur.']",hellaswag/validation/9305,44844,Youth,wikihow~10920,val,indomain,3
"[fyrirsögn] Hvernig á að gera fæðingarbókfell [fyrirsögn] Skrifaðu bréf til ófædds barns þíns. [skref] Skrifaðu það sem þú ert að finna fyrir, vonar um það í framtíðinni, um spennutilfinningar þínar. [fyrirsögn] Skrifaðu annað bréf til barnsins þíns daginn sem það fæðist.",,"[fyrirsögn] Hvernig á að gera fæðingarbókfell [fyrirsögn] Skrifaðu bréf til ófædds barns þíns. [skref] Skrifaðu það sem þú ert að finna fyrir, vonar um það í framtíðinni, um spennutilfinningar þínar. [fyrirsögn] Skrifaðu annað bréf til barnsins þíns daginn sem það fæðist. ","['[skrefið] Láttu þau vita hvað var að gerast þennan dag. Hvað var að gerast á meðan þú beiðst eftir að þau kæmu.'
 '[stef] Það gæti verið eitthvað álíka einfalt og „ég var að vona eftir þeim og ég vildi að þau væru hérna,“ eða „ég vildi vera til staðar fyrir þau og fylgjast með þeim vaxa úr grasi.“ [titill] Settu tónlist á og syngdu lög sem fylgja bréfunum þínum.'
 '[skref] Það getur tekið mun lengri tíma en þú heldur, vertu því þolinmóð. Sumar mæður finna fljótt að reiði þeirra fer að aukast því þær hafa alltaf beðið eftir að heyra fyrsta hjartslátt barnsins.'
 '[skref] Ekki sleppa neinum skrefum! [ titill] Náðu í stóran kassa. [skref] Settu fræ, liti og allt annað sem þér finnst gott þarna.']",hellaswag/validation/4845,12247,Family Life,wikihow~10920,val,zeroshot,0
"[haus] Hvernig á að búa til neyðarförðunarpoka [titill] Passaðu að stærðin sé rétt. [skref] Þegar þú velur þér förðunarpoka er mikilvægt að velja hann sem er nógu stór til að geyma alla hlutina þína. Þó má ekki vera að hann sé of stór eða að hann passi ekki í veski, bakpoka eða aðra tösku.",,"[haus] Hvernig á að búa til neyðarförðunarpoka [titill] Passaðu að stærðin sé rétt. [skref] Þegar þú velur þér förðunarpoka er mikilvægt að velja hann sem er nógu stór til að geyma alla hlutina þína. Þó má ekki vera að hann sé of stór eða að hann passi ekki í veski, bakpoka eða aðra tösku. ","['Finndu stærri tösku eða eitthvað sem þú getur haldið á öllum þínum verkfærum, eins og förðunaráhaldi, förðunarbursta, maskara eða varagljáa. [Undirskrefi] Ef mögulegt er, pantaðu eitthvað stærra en allan töskuna eða töskuna þína til að þú getir sett hlutina saman á þægilegan hátt.'
 'Veldu poka sem hægt er að loka vel þannig að allt haldist á sínum stað í stað þess að vera opnað. [Undirþrep] Ef þú notar poka með lokum, reyndu þá að nota laus lok, þannig að hver hlutur passi einn og sér.'
 'Ef þú veist ekki hvaða stærð þú ert að leita að, þá skaltu ekki bíða þar til þú ert búinn að velja pokann þinn í einn til tvo daga til að vita hvað hann getur geymt. [undirskrefum] Veldu poka sem er ekki of lítill.'
 'Leitaðu að förðunarpoka sem er nógu stór til að geyma allt sem þú þarft. [Undirskrefi] Einnig er gott að huga vel að lit förðunarpokans.']",hellaswag/validation/4123,6660,Personal Care and Style,wikihow~10920,val,zeroshot,3
"[haus] Hvernig á að gera skiptin á viku eða minna [titill] Gera v-teygjur, eða vöðvateygjur. [skref] Þessar teygjur beinast að aftanlærisvöðvum, innra læri, mjóbaki og kálfum (en aðeins ef þú nærð í tær). Til að gera v-teygjuna: [undirskref] Sestu niður á gólfið og breiddu fæturna í breitt v-form.",,"[haus] Hvernig á að gera skiptin á viku eða minna [titill] Gera v-teygjur, eða vöðvateygjur. [skref] Þessar teygjur beinast að aftanlærisvöðvum, innra læri, mjóbaki og kálfum (en aðeins ef þú nærð í tær). Til að gera v-teygjuna: [undirskref] Sestu niður á gólfið og breiddu fæturna í breitt v-form. ","['Leggðu fæturna upp að veggnum ef það hjálpar þér að ná dýpri teygju. Hafðu bakið eins beint og þú getur, haltu þér til hægri og reyndu að snerta hægri tær með höndunum.'
 'Rúllaðu upp hælunum þar til þeir eru komnir alveg út. Settu hendur flatar á gólfið fyrir framan þig og settu annan fótinn á hvert hné.'
 'Leggðu hendur á hnén með lófana út á við. Ýttu þér af gólfinu með hælunum, næstum eins og hliðarbaksbeygju.'
 'Hallaðu þér fram á hælana og ímyndaðu þér að þú sért að setjast í stól. Þegar þú ert í v-teygjunni skaltu reyna að ýta hælunum inn með gómunum.']",hellaswag/validation/5870,19555,Sports and Fitness,wikihow~10920,val,indomain,0
"[haus] Hvernig á að bera á hylkið [titill] Veldu litinn þinn. [skref] Hlífin er í ýmsum stærðum og litum, þú þarft að byrja á að greina húðina til að finna út hvað þú þarft. Ertu að reyna að hylja bólur? Undir augnkringjum? Ör eða fæðingarmörk? Þegar þú hefur fundið út hvað þú vilt hylja getur þú valið viðeigandi lit og lit.",,"[haus] Hvernig á að bera á hylkið [titill] Veldu litinn þinn. [skref] Hlífin er í ýmsum stærðum og litum, þú þarft að byrja á að greina húðina til að finna út hvað þú þarft. Ertu að reyna að hylja bólur? Undir augnkringjum? Ör eða fæðingarmörk? Þegar þú hefur fundið út hvað þú vilt hylja getur þú valið viðeigandi lit og lit. ","['[Efni] Ef þú ert að bera húðfellingu undir augnkringlum, skaltu nota svartan eða gráan lit. Þessir litir gera húðina minni, sem hjálpar húðfellingunni að festast við húðina.'
 'Hér eru dæmi um klassískar litasamsetningar sem hægt er að velja úr: [Efnisorð] Rauður, rósagull, kóbaltbrúnn, ljós eða grænn. Fílabeinslit, rauðbrúnn, gulbrúnn, fjólublár, indígó, ljós, ólífu, kopar, skartgripur, fjólublár.'
 '[Efnisorð] Þú getur til dæmis valið grænan lit fyrir ljósari húðlit og svartan lit fyrir dekkri húðlit. Ef þú ert með bólur skaltu velja grænan lit sem er tvöfalt dekkri.'
 'Notaðu litahjólið til að finna út hvaða litaleiðréttingartæki á að nota. Passaðu við andstæðan lit á litahjólinu til að hætta við.']",hellaswag/validation/8373,37762,Personal Care and Style,wikihow~10920,val,zeroshot,3
[haus] Hvernig á að gera snúning [titill] Sjampó og snyrta hárið eins og venjulega. [skref] Farðu í gegnum hefðbundna sturtu og þvoðu hárið vel með bæði sjampói og snyrtivöru. Passaðu að skola þessar vörur alveg með vatni.,,[haus] Hvernig á að gera snúning [titill] Sjampó og snyrta hárið eins og venjulega. [skref] Farðu í gegnum hefðbundna sturtu og þvoðu hárið vel með bæði sjampói og snyrtivöru. Passaðu að skola þessar vörur alveg með vatni. ,"['Skolið síðan sjampóið með volgu vatni úr vaskinum. [undirskref] Vefnaðið litlu handklæði um axlirnar og notið til þess snyrtivöru sem keypt er í búðinni.'
 'Hreint hár svarar betur hársnyrtivörum og er líklegra til að halda snúningi. [ Titill] Þurrkaðu hárið með handklæði þar til það er orðið rakt.'
 '[titill] Snúðu hárinu undir sturtuhausinn þar til þú ert eftir með undirskurðinn á hárinu við höfuðið. [skref] Togaðu hárið undir höfuðið, frá eyrunum.'
 'Ekki bæta við næringarblöndu á milli þvotta því það veldur bragðleysi. [ Titill] Berið sjósalts rakkrem á hendurnar.']",hellaswag/validation/8491,38718,Personal Care and Style,wikihow~10920,val,zeroshot,1
Stór hópur klappstýra sést ganga út á sviði á meðan fólk horfir á hliðarlínuna.,hópurinn,Stór hópur klappstýra sést ganga út á sviði á meðan fólk horfir á hliðarlínuna. hópurinn,"['byrjar svo rútínu með fimleikarútínu og leiðir inn í þær hopp og framkvæma flipp og brögð.'
 'snúast um hvern annan þegar þeir kætast.'
 'hleypur svo niður ganginn og kastar saman blásturshljóðum á meðan aðrir kætast.'
 'byrjar að framkvæma gleðiæfingu á meðan hoppað er og spólað á sviðinu.']",hellaswag/validation/1955,30130,Cheerleading,activitynet~10920,val,indomain,3
"[haus] Hvernig á að stíla hlébarðaskó [titill] Passa skóstílinn við tilefnið. [skrefið] Hjólabarðar eru fjölhæfir og henta við nánast hvaða tilefni sem er, en hlébarðaskór eru kannski taldir of glansandi fyrir flest vinnuumhverfi. Sem slíkt væri best að spara þá fyrir stefnumót eða sérstakar útiverustundir og halda sig við skófatnað í staðinn.",,"[haus] Hvernig á að stíla hlébarðaskó [titill] Passa skóstílinn við tilefnið. [skrefið] Hjólabarðar eru fjölhæfir og henta við nánast hvaða tilefni sem er, en hlébarðaskór eru kannski taldir of glansandi fyrir flest vinnuumhverfi. Sem slíkt væri best að spara þá fyrir stefnumót eða sérstakar útiverustundir og halda sig við skófatnað í staðinn. ","['Konur geta hins vegar verið í flautum á hvaða viðburði sem er. [ Titill] Prófaðu grunnt hlébarðastíl til að fá smá púða.'
 '[titill] Veldu háa hæla ef þú ert að byrja á leopard print stiletto. [skref] Lágir hælar auka líkur á að húðin nuddi sér í hælana, sem gerir þá húðfelldari og þar af leiðandi meira útflæði.'
 'Leopard print flatar geta verið hnélangar eða lengri. Veldu bara lit, lögun eða mynstur sem passar við þinn klæðaburð.'
 '[titill] Meðhöndlaðu hlébarðaprent sem hlutlausan lit þegar þú setur upp búninginn þinn. [skref] Þetta þýðir að þú getur parað hann við nánast hvaða lit sem er.']",hellaswag/validation/8019,35379,Personal Care and Style,wikihow~10920,val,zeroshot,3
"[haus] Hvernig fjarlægja á yfirvaraskegg (fyrir stelpur) [titill] Veldu krem til að fjarlægja sársaukalausan valkost. [skref] Þar sem íðefnin sem koma við sögu í þessu ferli eru hörð, veldu krem sem er hannað fyrir viðkvæma andlitshúð. Farðu í snyrtivöruverslun og leitaðu að vöru sem segir að hún sé sérstaklega ætluð fyrir andlitshár.",,"[haus] Hvernig fjarlægja á yfirvaraskegg (fyrir stelpur) [titill] Veldu krem til að fjarlægja sársaukalausan valkost. [skref] Þar sem íðefnin sem koma við sögu í þessu ferli eru hörð, veldu krem sem er hannað fyrir viðkvæma andlitshúð. Farðu í snyrtivöruverslun og leitaðu að vöru sem segir að hún sé sérstaklega ætluð fyrir andlitshár. ","['Ef þú ert ekki viss skaltu biðja félaga að benda þér á einn. [Titill] Finndu þurrkkrem sem hentar fyrir andlitshár.'
 '[Efnisorð] Flestar þægindavöruverslanir eins og Walmart eru þó ekki eins sérhæfðar. Til dæmis er hægt að sjá vöru á afsláttarsíðunni eða á netinu sem þýðir að þú myndir nota þennan krem á andlitið, frekar en að setja hann bara á yfirvaraskeggið.'
 '[Efni] Mörgum finnst hreinsandi krem slakandi og róandi. Aseton hreinsar húðina áður en hún flagnar en salisýlsýra flýtir fyrir.'
 'Einnig þarf að athuga nákvæmt pH og hitastig sem tilgreint er á merkimiðanum. [Undirskrefi] Flest förðunarkrem eru vatnsþétt svo þau valdi ekki skemmdum á húðinni.']",hellaswag/validation/7325,30291,Personal Care and Style,wikihow~10920,val,zeroshot,0
[haus] Hvernig á að þrífa prentara með leysigeisla [titill] Slökktu á prentaranum og taktu hann úr sambandi við rafmagnsgjafa minnst 1 klst. fyrir þrif til að kæla hann niður og koma í veg fyrir raflost. [titill] Opnaðu prentarann til að skoða innri hluta. [skref].,,[haus] Hvernig á að þrífa prentara með leysigeisla [titill] Slökktu á prentaranum og taktu hann úr sambandi við rafmagnsgjafa minnst 1 klst. fyrir þrif til að kæla hann niður og koma í veg fyrir raflost. [titill] Opnaðu prentarann til að skoða innri hluta. [skref]. ,"['[Efni] Skoðaðu handbók eiganda þíns til að ákvarða hvernig opna á prentarann. Sumir prentarar eru með læsingum, sumir opnast á hjörum og aðrir gætu þurft skrúfjárn.'
 'Til að finna ördiskinn, notaðu Ctrl (stopp) lykil í power config box neðst á prentaranum, síðan vinstrismellir þú á ördiskinn. Finndu síðan aðgangspunktinn sem heldur einingunni í gangi.'
 '[titill] Skiptu um jákvæða og neikvæða hleðslu á prentvélinni. [skref] Þú gætir þurft auka pint (15.'
 'Það er lítil plastflipa á botni prentarans (efst á síðunni með bleki). Togaðu flipann aftur til að láta prentarann taka af.']",hellaswag/validation/3332,701,Computers and Electronics,wikihow~10920,val,indomain,0
"[haus] Hvernig á að búa til líkamslýsi [titill] Finndu litlar, dökkar glerflöskur til að geyma lýsið. [skref] Sól og loft brjóta niður lýsið með tímanum. Geymið lýsið í flöskum úr dökku hálf-glæru gleri, á stærð við litla ilmvatnsflösku.",,"[haus] Hvernig á að búa til líkamslýsi [titill] Finndu litlar, dökkar glerflöskur til að geyma lýsið. [skref] Sól og loft brjóta niður lýsið með tímanum. Geymið lýsið í flöskum úr dökku hálf-glæru gleri, á stærð við litla ilmvatnsflösku. ","['[Efni] Einnig er hægt að geyma olíuna í dökku plastgeymsluíláti í kæli. [Titill] Setjið hráefnin og olíuna saman í glerflöskuna.'
 'Í gerjunarferlinu myndast óuppleystar olíur sem þynnast og hvarfast við aðrar olíur, líkt og ólífuolía. Tómna skal grunna skál af olíu í annað vel loftræst ílát og nota til að geyma olíuna.'
 'Þetta gefur minni hita og raka en opin flaska. [ Titill] Fyrir duftið skal velja vörumerki eða tegundir af dufti sem inniheldur 10% prótein.'
 'Smæðin gerir það að verkum að hægt er að nota magnið áður en það brotnar niður en um leið er höfðarýmið (loftið í flöskunni) lágmarkað sem hraðar rotnun. [Undirskrefi] Nota flöskur með þéttu loki eða tappa.']",hellaswag/validation/6939,27392,Personal Care and Style,wikihow~10920,val,zeroshot,3
Hópur hlaupara í maraþonhlaupi fór framhjá gatnamótum þar sem einn maður bar stóran kross eins og Jesús.,manninn,Hópur hlaupara í maraþonhlaupi fór framhjá gatnamótum þar sem einn maður bar stóran kross eins og Jesús. manninn,"['með krossinum fara framhjá byggingu þar sem nokkrir hlauparar fara framhjá.'
 'endurstillir krossinn sem hann var að skipta út áður en hann fór til baka með því að stilla krossinn aftur.'
 'sést í mismunandi stellingum á hlaupum maraþonsins með kross.'
 'að mestu hrapar frá áframhaldandi þverun.']",hellaswag/validation/2591,39680,Running a marathon,activitynet~10920,val,zeroshot,2
